epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1556.9,0.75742,0.4611,1.05457,0.98087,0.9702,0.98712,0.87017,0.55949,0.30408,0.95009,0.000918991,0.000918991,0.000918991
43,1602.06,0.76014,0.45845,1.05258,0.98272,0.97621,0.98884,0.87004,0.58467,0.30164,0.9701,0.000897557,0.000897557,0.000897557
44,1647.28,0.72902,0.44918,1.03956,0.98397,0.98247,0.99001,0.87526,0.56468,0.30015,0.95444,0.00087595,0.00087595,0.00087595
45,1692.89,0.74572,0.46282,1.04662,0.9783,0.97594,0.98828,0.86705,0.5625,0.29833,0.94969,0.00085419,0.00085419,0.00085419
46,1737.02,0.72601,0.44116,1.03115,0.98214,0.97616,0.99039,0.88348,0.5501,0.28969,0.94236,0.0008323,0.0008323,0.0008323
47,1781.79,0.72384,0.44109,1.03572,0.98502,0.9831,0.99121,0.8868,0.52923,0.28048,0.93243,0.0008103,0.0008103,0.0008103
48,1828.09,0.72364,0.44605,1.04472,0.98268,0.98215,0.99072,0.88076,0.54709,0.28528,0.94031,0.000788213,0.000788213,0.000788213
49,1872.52,0.69789,0.42066,1.0201,0.98428,0.98251,0.9904,0.88401,0.52811,0.27677,0.93005,0.00076606,0.00076606,0.00076606
50,1917.68,0.68704,0.40689,1.00646,0.98633,0.98343,0.99136,0.88919,0.52541,0.27304,0.92962,0.000743864,0.000743864,0.000743864
51,1962.34,0.69483,0.41686,1.02164,0.98743,0.98282,0.9908,0.89321,0.5196,0.27461,0.92693,0.000721645,0.000721645,0.000721645
52,2008.32,0.69267,0.42614,1.02498,0.98767,0.98129,0.99014,0.89007,0.51587,0.27162,0.92113,0.000699426,0.000699426,0.000699426
53,2054.26,0.6805,0.41263,1.01122,0.9902,0.97921,0.99228,0.89778,0.5029,0.26429,0.9156,0.00067723,0.00067723,0.00067723
54,2100.1,0.67572,0.40309,1.01073,0.98684,0.98762,0.99153,0.90445,0.49211,0.25796,0.91174,0.000655077,0.000655077,0.000655077
55,2145.08,0.66218,0.40433,1.00357,0.98293,0.9842,0.99114,0.9039,0.48605,0.2594,0.90864,0.00063299,0.00063299,0.00063299
56,2189.69,0.66598,0.39489,1.00174,0.98836,0.97885,0.99075,0.90424,0.48144,0.26021,0.904,0.00061099,0.00061099,0.00061099
57,2235.71,0.66338,0.40054,1.00258,0.98601,0.9833,0.99141,0.90959,0.47388,0.25562,0.9036,0.0005891,0.0005891,0.0005891
58,2280.42,0.65859,0.41577,1.00692,0.98133,0.98235,0.98961,0.90424,0.48573,0.26468,0.90927,0.00056734,0.00056734,0.00056734
59,2326.51,0.6521,0.39618,0.99929,0.98973,0.97804,0.99071,0.90852,0.47594,0.25181,0.90526,0.000545733,0.000545733,0.000545733
60,2372.08,0.64374,0.39325,0.99624,0.98812,0.98671,0.99178,0.90301,0.48545,0.25035,0.90938,0.000524299,0.000524299,0.000524299
61,2417.64,0.63381,0.38384,0.99278,0.98984,0.9816,0.99125,0.91,0.4653,0.24586,0.89819,0.00050306,0.00050306,0.00050306
62,2464.44,0.635,0.37754,0.9845,0.9929,0.98167,0.99151,0.91579,0.44875,0.24116,0.88916,0.000482037,0.000482037,0.000482037
63,2510.89,0.63821,0.38653,0.99607,0.99037,0.98332,0.99232,0.91006,0.46387,0.24742,0.89535,0.00046125,0.00046125,0.00046125
64,2559.12,0.62006,0.37468,0.98232,0.98856,0.99032,0.9922,0.91631,0.45507,0.24156,0.8923,0.00044072,0.00044072,0.00044072
65,2606.59,0.63835,0.38338,1.0165,0.99211,0.9845,0.99202,0.9204,0.44717,0.23795,0.88871,0.000420468,0.000420468,0.000420468
66,2653.99,0.61323,0.37192,0.97619,0.99116,0.98957,0.99195,0.91902,0.44184,0.23557,0.88587,0.000400513,0.000400513,0.000400513
67,2700.58,0.60565,0.36429,0.97321,0.98978,0.98938,0.99324,0.92202,0.43864,0.23255,0.88676,0.000380874,0.000380874,0.000380874
68,2746.27,0.60105,0.35962,0.97605,0.98854,0.98847,0.99365,0.92356,0.44399,0.23111,0.89015,0.000361572,0.000361572,0.000361572
69,2793.04,0.59712,0.3619,0.97112,0.98837,0.99026,0.99219,0.92027,0.43276,0.23046,0.88113,0.000342625,0.000342625,0.000342625
70,2840.47,0.58926,0.35625,0.97173,0.9946,0.98632,0.99397,0.92595,0.43012,0.22658,0.88319,0.000324053,0.000324053,0.000324053
71,2891.62,0.58953,0.35506,0.96709,0.99259,0.98798,0.99273,0.92688,0.42589,0.22628,0.87665,0.000305872,0.000305872,0.000305872
72,2942.06,0.57861,0.3507,0.96657,0.99126,0.98898,0.99428,0.93071,0.41659,0.22111,0.8756,0.000288102,0.000288102,0.000288102
73,2989.65,0.59222,0.35266,0.96809,0.99156,0.99013,0.99233,0.92885,0.41673,0.22162,0.876,0.00027076,0.00027076,0.00027076
74,3037.84,0.57069,0.34364,0.96078,0.98947,0.98818,0.9943,0.9311,0.41298,0.22082,0.87404,0.000253863,0.000253863,0.000253863
75,3085.91,0.60528,0.36506,0.98759,0.99048,0.99037,0.99179,0.93027,0.40771,0.21929,0.87026,0.000237427,0.000237427,0.000237427
76,3134.62,0.59824,0.35947,0.9814,0.99205,0.98426,0.99279,0.93404,0.40549,0.2191,0.86859,0.000221469,0.000221469,0.000221469
77,3182.09,0.58377,0.36412,0.9739,0.99149,0.99037,0.99316,0.93517,0.39753,0.21505,0.86582,0.000206005,0.000206005,0.000206005
78,3228.68,0.58277,0.3694,0.96332,0.99505,0.98634,0.9936,0.93394,0.39948,0.2153,0.86591,0.00019105,0.00019105,0.00019105
79,3274.88,0.55943,0.33347,0.95382,0.99419,0.98962,0.99312,0.93708,0.39305,0.21064,0.86405,0.000176619,0.000176619,0.000176619
80,3321.74,0.55485,0.3386,0.95194,0.99187,0.991,0.99316,0.9374,0.39171,0.21237,0.8633,0.000162725,0.000162725,0.000162725
81,3367.89,0.56427,0.33887,0.95782,0.99391,0.98839,0.99396,0.93629,0.39379,0.21093,0.8636,0.000149383,0.000149383,0.000149383
82,3415.39,0.56283,0.33584,0.95576,0.99221,0.98852,0.99275,0.93827,0.39031,0.20943,0.86326,0.000136605,0.000136605,0.000136605
83,3463.11,0.55401,0.33711,0.95799,0.99362,0.98822,0.99431,0.94008,0.39076,0.20824,0.86249,0.000124405,0.000124405,0.000124405
84,3509.43,0.53836,0.32325,0.94365,0.99417,0.98637,0.99311,0.94037,0.38645,0.20855,0.86167,0.000112795,0.000112795,0.000112795
85,3555.62,0.55737,0.33754,0.95453,0.99417,0.98491,0.99414,0.94176,0.38352,0.20786,0.85956,0.000101785,0.000101785,0.000101785
86,3613.16,0.54739,0.34303,0.95339,0.99171,0.98685,0.99408,0.94248,0.3837,0.20705,0.85995,9.13871e-05,9.13871e-05,9.13871e-05
87,3672.62,0.54732,0.33488,0.95148,0.99539,0.98615,0.99412,0.94176,0.38415,0.20685,0.86022,8.16111e-05,8.16111e-05,8.16111e-05
88,3725.13,0.5365,0.32436,0.94682,0.99504,0.98611,0.99389,0.94259,0.37872,0.2042,0.85668,7.24667e-05,7.24667e-05,7.24667e-05
89,3761.48,0.53362,0.32727,0.94358,0.98913,0.99136,0.99397,0.9436,0.37861,0.2049,0.85773,6.3963e-05,6.3963e-05,6.3963e-05
90,3797.58,0.54369,0.32485,0.95307,0.99468,0.9865,0.99368,0.94585,0.37627,0.20402,0.85751,5.61083e-05,5.61083e-05,5.61083e-05
91,3897.09,0.41917,0.23371,0.88819,0.99491,0.98628,0.9919,0.93814,0.38392,0.20987,0.85964,4.89104e-05,4.89104e-05,4.89104e-05
92,3931.62,0.41924,0.23288,0.88682,0.99493,0.98764,0.99222,0.93956,0.3836,0.20819,0.85959,4.23765e-05,4.23765e-05,4.23765e-05
93,3965.92,0.42106,0.22924,0.88514,0.99444,0.9892,0.99237,0.94078,0.38014,0.20593,0.8585,3.65129e-05,3.65129e-05,3.65129e-05
94,3999.46,0.40457,0.22665,0.87883,0.99481,0.98917,0.99254,0.94333,0.37825,0.20367,0.85691,3.13254e-05,3.13254e-05,3.13254e-05
95,4033.74,0.41438,0.22672,0.88049,0.99497,0.98905,0.99262,0.94333,0.37667,0.20272,0.85642,2.68192e-05,2.68192e-05,2.68192e-05
96,4067.79,0.40545,0.22256,0.87765,0.99373,0.98897,0.99275,0.94427,0.37618,0.20266,0.85651,2.29987e-05,2.29987e-05,2.29987e-05
97,4102.57,0.40833,0.22461,0.87619,0.99467,0.98975,0.99273,0.94301,0.37633,0.2036,0.8561,1.98677e-05,1.98677e-05,1.98677e-05
98,4136.63,0.40224,0.22155,0.87562,0.99439,0.98956,0.99274,0.94461,0.37381,0.20271,0.85503,1.74293e-05,1.74293e-05,1.74293e-05
99,4170.68,0.41469,0.2294,0.88569,0.99462,0.98903,0.99277,0.94433,0.37391,0.20283,0.85468,1.56858e-05,1.56858e-05,1.56858e-05
100,4205.22,0.39913,0.21894,0.87074,0.99445,0.98999,0.9927,0.94302,0.37309,0.20201,0.85472,1.4639e-05,1.4639e-05,1.4639e-05
