epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,330.497,0.67252,0.43748,0.99801,0.92476,0.72992,0.76639,0.57904,0.68162,0.60868,1.03598,0.000848969,0.000848969,0.000848969
43,341.054,0.66106,0.43332,0.99769,0.95005,0.7,0.74655,0.55935,0.71495,0.66008,1.03797,0.000834822,0.000834822,0.000834822
44,353.615,0.63675,0.43722,0.982,0.89884,0.73333,0.71406,0.53909,0.73044,0.68341,1.03148,0.000820675,0.000820675,0.000820675
45,363.654,0.65009,0.42279,0.97442,0.92975,0.76667,0.76671,0.65354,0.64206,0.59315,0.98766,0.000806528,0.000806528,0.000806528
46,375.258,0.63655,0.46685,0.98721,0.88468,0.75747,0.79043,0.70041,0.6231,0.5726,1.01206,0.00079238,0.00079238,0.00079238
47,387.192,0.59585,0.38651,0.95031,0.89265,0.76667,0.84775,0.75156,0.64671,0.49633,1.03105,0.000778233,0.000778233,0.000778233
48,400.789,0.63343,0.43879,1.0086,0.93112,0.9216,0.93233,0.65836,0.7587,0.44126,1.0986,0.000764086,0.000764086,0.000764086
49,411.584,0.60431,0.40223,0.97984,0.87423,0.73333,0.79343,0.62008,0.71772,0.44825,1.07728,0.000749939,0.000749939,0.000749939
50,422.139,0.61244,0.40608,0.99923,0.88937,0.76667,0.82221,0.61321,0.71899,0.49637,1.07241,0.000735792,0.000735792,0.000735792
51,431.682,0.6343,0.41441,0.99839,0.90358,0.75633,0.85001,0.64415,0.73819,0.51713,1.08899,0.000721645,0.000721645,0.000721645
52,441.368,0.64124,0.42008,0.97313,0.93846,0.87095,0.9269,0.67171,0.71749,0.56459,1.09008,0.000707498,0.000707498,0.000707498
53,450.111,0.60085,0.41701,0.97363,0.94709,0.91416,0.92961,0.65384,0.70783,0.52213,1.08118,0.000693351,0.000693351,0.000693351
54,458.001,0.62611,0.41387,0.99506,0.95539,0.9254,0.92961,0.65315,0.74744,0.51196,1.0833,0.000679204,0.000679204,0.000679204
55,465.889,0.63869,0.40541,0.96664,0.96002,0.93026,0.92958,0.67166,0.71401,0.46797,1.06683,0.000665057,0.000665057,0.000665057
56,475.018,0.60761,0.40973,0.97906,0.90068,0.92233,0.93012,0.6725,0.70915,0.44966,1.0798,0.000650909,0.000650909,0.000650909
57,483.263,0.58097,0.36872,0.94022,0.88768,0.92276,0.93154,0.65599,0.74299,0.49666,1.10647,0.000636762,0.000636762,0.000636762
58,492.412,0.56023,0.3623,0.92882,0.85153,0.91894,0.93265,0.67125,0.74704,0.54468,1.11308,0.000622615,0.000622615,0.000622615
59,503.024,0.55997,0.37081,0.95695,0.81333,0.91921,0.91821,0.68961,0.7135,0.69643,1.08538,0.000608468,0.000608468,0.000608468
60,511.341,0.55937,0.3875,0.94938,0.83287,0.91519,0.93799,0.71386,0.71517,0.61903,1.09388,0.000594321,0.000594321,0.000594321
61,519.266,0.57953,0.35805,0.96858,0.91899,0.7101,0.8776,0.68163,0.65447,0.5759,1.03562,0.000580174,0.000580174,0.000580174
62,526.985,0.54742,0.36497,0.96563,0.86487,0.92141,0.92647,0.69704,0.66837,0.50797,1.0428,0.000566027,0.000566027,0.000566027
63,535.426,0.50141,0.34719,0.9243,0.88091,0.92215,0.93076,0.67883,0.65761,0.46883,1.03749,0.00055188,0.00055188,0.00055188
64,544.002,0.55965,0.3714,0.94993,0.91894,0.87985,0.92819,0.67628,0.66871,0.4363,1.05519,0.000537733,0.000537733,0.000537733
65,551.766,0.55997,0.39172,0.95228,0.91434,0.92824,0.93101,0.67985,0.67386,0.39728,1.04083,0.000523586,0.000523586,0.000523586
66,560.139,0.50959,0.3455,0.93128,0.94853,0.90673,0.93801,0.69992,0.70563,0.38476,1.07237,0.000509438,0.000509438,0.000509438
67,568.815,0.53281,0.34787,0.95441,0.96176,0.9,0.9389,0.67466,0.69993,0.36974,1.07286,0.000495291,0.000495291,0.000495291
68,576.154,0.50022,0.35808,0.91007,0.96037,0.9,0.93934,0.68649,0.69636,0.34204,1.06482,0.000481144,0.000481144,0.000481144
69,583.408,0.55618,0.37188,0.94579,0.8815,0.9,0.94116,0.72701,0.69975,0.32805,1.07433,0.000466997,0.000466997,0.000466997
70,589.994,0.49565,0.32268,0.92128,0.95681,0.92299,0.94483,0.7101,0.70748,0.3337,1.08875,0.00045285,0.00045285,0.00045285
71,596.685,0.56997,0.37377,0.99968,0.98852,0.92605,0.94653,0.69663,0.67138,0.33325,1.03705,0.000438703,0.000438703,0.000438703
72,603.69,0.52144,0.34514,0.91915,0.93928,0.9264,0.94737,0.70132,0.66842,0.34889,1.01262,0.000424556,0.000424556,0.000424556
73,611.219,0.49356,0.32943,0.92293,0.92471,0.92632,0.94618,0.69165,0.64931,0.34735,1.01015,0.000410409,0.000410409,0.000410409
74,618.536,0.50606,0.33933,0.91822,0.8749,0.89196,0.91403,0.67812,0.68645,0.37156,1.04023,0.000396262,0.000396262,0.000396262
75,625.529,0.46074,0.30548,0.89733,0.91407,0.92472,0.93921,0.6831,0.70394,0.37932,1.05277,0.000382115,0.000382115,0.000382115
76,633.341,0.50336,0.34038,0.93915,0.89957,0.92386,0.94176,0.67447,0.69885,0.38598,1.0472,0.000367967,0.000367967,0.000367967
77,641.444,0.49974,0.34226,0.88459,0.9146,0.92382,0.94111,0.68054,0.67698,0.36649,1.02675,0.00035382,0.00035382,0.00035382
78,647.985,0.49322,0.34327,0.89688,0.94454,0.92139,0.93933,0.69682,0.65707,0.33295,1.01018,0.000339673,0.000339673,0.000339673
79,654.796,0.48059,0.31047,0.92887,0.96709,0.92451,0.93757,0.72216,0.66788,0.33656,1.0036,0.000325526,0.000325526,0.000325526
80,661.835,0.45986,0.31009,0.90206,0.96335,0.925,0.93823,0.72992,0.67385,0.359,0.99677,0.000311379,0.000311379,0.000311379
81,668.387,0.47863,0.31242,0.89609,0.9663,0.93333,0.93968,0.69203,0.68475,0.35672,0.9976,0.000297232,0.000297232,0.000297232
82,676.133,0.44845,0.3119,0.91949,0.97854,0.93333,0.94,0.66924,0.69576,0.33967,1.00463,0.000283085,0.000283085,0.000283085
83,682.275,0.47496,0.30574,0.91359,0.98386,0.88767,0.9441,0.68113,0.65952,0.33263,0.98501,0.000268938,0.000268938,0.000268938
84,689.061,0.41702,0.29314,0.90119,0.98788,0.87633,0.94651,0.68801,0.67275,0.35591,0.99579,0.000254791,0.000254791,0.000254791
85,696.072,0.44974,0.30984,0.91421,0.98997,0.87246,0.94719,0.717,0.60826,0.34539,0.94862,0.000240644,0.000240644,0.000240644
86,704.637,0.45707,0.30631,0.91035,0.99096,0.87166,0.94733,0.70682,0.63215,0.35266,0.9582,0.000226497,0.000226497,0.000226497
87,711.328,0.44726,0.29834,0.92351,0.99035,0.87196,0.95112,0.71335,0.66464,0.35232,0.9708,0.000212349,0.000212349,0.000212349
88,718.242,0.4231,0.27493,0.91502,0.99034,0.87142,0.95134,0.72637,0.67614,0.35352,0.98431,0.000198202,0.000198202,0.000198202
89,725.722,0.43701,0.29474,0.89767,0.98997,0.87221,0.95478,0.71057,0.68357,0.35143,1.00033,0.000184055,0.000184055,0.000184055
90,733.04,0.44965,0.30271,0.91313,0.99003,0.87311,0.95478,0.72498,0.67585,0.34824,1.00057,0.000169908,0.000169908,0.000169908
91,747.008,0.35214,0.24014,0.87724,0.9901,0.87326,0.95372,0.72894,0.67639,0.35209,0.99746,0.000155761,0.000155761,0.000155761
92,758.451,0.34285,0.22556,0.87407,0.98964,0.87371,0.95833,0.72132,0.69841,0.3545,1.00228,0.000141614,0.000141614,0.000141614
93,765.956,0.32363,0.23046,0.84952,0.98892,0.87419,0.95708,0.68746,0.73231,0.35275,1.02369,0.000127467,0.000127467,0.000127467
94,773.777,0.35793,0.22737,0.85125,0.98768,0.87716,0.95708,0.68082,0.7424,0.33569,1.03352,0.00011332,0.00011332,0.00011332
95,781.55,0.33716,0.22587,0.83286,0.98633,0.88178,0.95708,0.6924,0.71931,0.32328,1.03105,9.91726e-05,9.91726e-05,9.91726e-05
96,789.702,0.34413,0.25101,0.83897,0.98591,0.88649,0.95708,0.69562,0.69746,0.31866,1.03066,8.50255e-05,8.50255e-05,8.50255e-05
97,796.369,0.3211,0.22567,0.83572,0.95408,0.9274,0.95708,0.6659,0.70466,0.32887,1.04107,7.08784e-05,7.08784e-05,7.08784e-05
98,805.315,0.31365,0.2247,0.84127,0.96231,0.93226,0.95603,0.65473,0.72224,0.33459,1.05579,5.67313e-05,5.67313e-05,5.67313e-05
99,811.829,0.32203,0.20957,0.82204,0.96598,0.93305,0.95603,0.65305,0.72525,0.33555,1.05902,4.25842e-05,4.25842e-05,4.25842e-05
100,820.33,0.34333,0.22564,0.85714,0.96836,0.93333,0.95603,0.66013,0.72895,0.3333,1.06081,2.84371e-05,2.84371e-05,2.84371e-05
