epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,25.8018,1.80948,3.7699,1.76123,0.00143,0.4,0.00283,0.00106,1.36983,3.95488,1.57904,4.287e-05,4.287e-05,4.287e-05
2,29.4365,1.49105,3.61378,1.49425,0.00413,0.6,0.14348,0.08972,1.10392,3.73872,1.3149,9.80494e-05,9.80494e-05,9.80494e-05
3,33.1006,1.1549,3.21692,1.22801,0.00803,0.93333,0.25491,0.19322,0.82216,3.40094,1.01265,0.000150965,0.000150965,0.000150965
4,36.9634,1.10737,2.76145,1.1603,0.00713,0.93333,0.33966,0.23317,0.79523,3.23386,0.9636,0.000201618,0.000201618,0.000201618
5,40.7905,1.08472,2.3491,1.15429,0.00708,0.93333,0.34637,0.28768,0.84617,3.1507,1.0135,0.000250006,0.000250006,0.000250006
6,44.8033,1.03992,2.10583,1.14457,0.00723,0.93333,0.34446,0.25271,0.96693,3.26664,1.14804,0.000296132,0.000296132,0.000296132
7,48.5783,1.12837,1.87881,1.13736,0.00768,0.93333,0.39336,0.27122,0.91822,3.2417,1.11695,0.000339993,0.000339993,0.000339993
8,52.131,1.09081,1.70819,1.16453,0.00784,0.93333,0.50935,0.33795,0.88495,3.13057,1.07981,0.000381592,0.000381592,0.000381592
9,55.9925,1.0249,1.52995,1.16142,0.00786,0.93333,0.65347,0.51611,0.80938,3.06611,1.02309,0.000420926,0.000420926,0.000420926
10,59.6656,1.0076,1.46994,1.1366,0.00765,0.93333,0.54872,0.47575,0.88279,3.25138,1.15795,0.000457997,0.000457997,0.000457997
11,63.4696,1.06088,1.49998,1.19054,0.00757,0.93333,0.35763,0.28235,1.11562,3.44298,1.31644,0.000492805,0.000492805,0.000492805
12,67.3761,0.98136,1.40158,1.09897,0.00737,0.93333,0.43446,0.354,0.92454,3.39307,1.20374,0.000525349,0.000525349,0.000525349
13,71.3656,0.95532,1.23991,1.08207,0.007,0.93333,0.67766,0.47369,0.87486,3.27964,1.10121,0.000555629,0.000555629,0.000555629
14,75.2213,0.99001,1.34157,1.14883,0.00693,0.93333,0.70989,0.47645,0.89414,3.20362,1.10713,0.000583646,0.000583646,0.000583646
15,80.388,0.92462,1.17675,1.03134,0.00669,0.93333,0.73586,0.45965,1.02247,3.14288,1.27887,0.0006094,0.0006094,0.0006094
16,84.6305,0.917,1.20654,1.05923,0.00665,0.93333,0.70415,0.46689,0.99614,3.0318,1.22346,0.00063289,0.00063289,0.00063289
17,89.0722,0.95681,1.18995,1.10639,0.66266,0.75789,0.73689,0.51908,0.9157,2.8547,1.13775,0.000654116,0.000654116,0.000654116
18,93.374,0.88558,1.09099,1.05033,1,0.33975,0.84015,0.59018,0.72946,2.46928,0.95088,0.000673079,0.000673079,0.000673079
19,97.4168,0.87684,1.06775,1.0228,0.98879,0.43204,0.86705,0.60949,0.76694,2.22218,0.97099,0.000689778,0.000689778,0.000689778
20,101.797,0.8942,1.08978,1.05519,0.98787,0.71445,0.92867,0.63829,0.81044,1.95813,1.00886,0.000704214,0.000704214,0.000704214
21,106.317,0.85829,1.0224,1.01618,0.94027,0.79786,0.92866,0.67546,0.67136,1.82028,0.94886,0.000716386,0.000716386,0.000716386
22,110.644,0.84525,1.04795,1.02132,0.81751,0.87819,0.87311,0.60906,0.7726,1.93784,0.99939,0.000726295,0.000726295,0.000726295
23,114.891,0.80642,0.96157,1.00311,0.85469,0.77941,0.85737,0.59575,0.8173,2.13793,1.03726,0.00073394,0.00073394,0.00073394
24,119.608,0.82676,1.04425,1.02614,0.84295,0.60066,0.78463,0.56028,0.7229,2.28648,0.98963,0.000739322,0.000739322,0.000739322
25,125.029,0.8506,1.02183,1.03701,0.95707,0.67639,0.78582,0.59056,0.70784,2.0554,0.94073,0.00074244,0.00074244,0.00074244
26,130.568,0.83804,0.9581,1.02621,0.97016,0.55448,0.78765,0.62311,0.64837,1.86572,0.913,0.000721645,0.000721645,0.000721645
27,135.648,0.8614,1.05636,1.03485,0.8314,0.76667,0.81756,0.65549,0.64634,1.688,0.90796,0.000693351,0.000693351,0.000693351
28,140.942,0.90491,1.00012,1.05905,0.75729,0.76667,0.84534,0.69044,0.64177,1.55973,0.90566,0.000665057,0.000665057,0.000665057
29,146.013,0.82244,0.92851,0.99676,0.76662,0.89639,0.76283,0.63579,0.68885,1.44993,0.92259,0.000636762,0.000636762,0.000636762
30,151.184,0.76134,0.89879,1.00463,0.75274,0.93333,0.76284,0.63006,0.69063,1.30502,0.93427,0.000608468,0.000608468,0.000608468
31,156.7,0.7658,0.90885,1.00629,0.84205,0.92395,0.87312,0.72179,0.6383,1.14709,0.92209,0.000580174,0.000580174,0.000580174
32,161.735,0.77829,0.91506,1.00403,0.84904,0.91926,0.87312,0.69782,0.65532,1.04734,0.92669,0.00055188,0.00055188,0.00055188
33,167.23,0.78363,0.86701,1.0066,0.8431,0.91861,0.87312,0.69689,0.66954,1.00736,0.92517,0.000523586,0.000523586,0.000523586
34,172.184,0.74667,0.89761,0.97676,0.83982,0.92765,0.87312,0.70869,0.66329,1.0018,0.91611,0.000495291,0.000495291,0.000495291
35,177.389,0.71247,0.88109,0.97658,0.82575,0.93333,0.87312,0.72933,0.62356,0.99314,0.89641,0.000466997,0.000466997,0.000466997
36,183.113,0.72201,0.82087,0.97002,0.80969,0.93333,0.87311,0.72934,0.59412,0.97096,0.89166,0.000438703,0.000438703,0.000438703
37,188.049,0.73969,0.85127,0.96321,0.78439,0.93333,0.87311,0.75001,0.58279,0.95158,0.89146,0.000410409,0.000410409,0.000410409
38,193.596,0.72764,0.90202,0.97831,0.92919,0.91084,0.92867,0.77526,0.57715,0.92628,0.89296,0.000382115,0.000382115,0.000382115
39,198.802,0.71155,0.83622,0.96685,0.92367,0.90387,0.92867,0.76065,0.58355,0.90027,0.89589,0.00035382,0.00035382,0.00035382
40,205.127,0.68224,0.76639,0.9287,0.94419,0.88884,0.92867,0.74163,0.59051,0.88281,0.89424,0.000325526,0.000325526,0.000325526
41,214.669,0.60626,0.98427,0.91803,0.94855,0.76667,0.87312,0.72825,0.57517,0.88046,0.8808,0.000297232,0.000297232,0.000297232
42,220.288,0.62283,0.9586,0.95157,0.93086,0.76667,0.87312,0.75201,0.57232,0.90252,0.87836,0.000268938,0.000268938,0.000268938
43,226.156,0.58918,0.92306,0.90617,0.90272,0.76667,0.87312,0.74401,0.57905,0.94471,0.87851,0.000240644,0.000240644,0.000240644
44,231.413,0.59185,0.95271,0.92123,0.89269,0.76667,0.87312,0.73806,0.58559,0.95427,0.87953,0.000212349,0.000212349,0.000212349
45,235.841,0.58971,0.95968,0.90942,0.80314,0.88456,0.87312,0.74285,0.58613,0.9311,0.87942,0.000184055,0.000184055,0.000184055
