epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,1661.68,0.54443,0.34751,0.92308,0.98616,0.93333,0.95583,0.8055,0.58447,0.31396,0.92,0.000184055,0.000184055,0.000184055
90,1684.56,0.50029,0.33725,0.92031,0.9823,0.93333,0.95535,0.80569,0.58396,0.31709,0.92076,0.000169908,0.000169908,0.000169908
91,1717.44,0.43878,0.33892,0.90846,0.98005,0.93333,0.95637,0.80895,0.58666,0.32134,0.92238,0.000155761,0.000155761,0.000155761
92,1737.63,0.44321,0.30129,0.90288,0.96147,0.93202,0.9525,0.80454,0.5864,0.32376,0.91834,0.000141614,0.000141614,0.000141614
93,1756.39,0.41345,0.28126,0.88659,0.95553,0.93333,0.95202,0.79807,0.58684,0.34129,0.91774,0.000127467,0.000127467,0.000127467
94,1770.05,0.40073,0.26215,0.88782,0.9494,0.93077,0.95033,0.77435,0.58009,0.35325,0.91679,0.00011332,0.00011332,0.00011332
95,1783,0.40235,0.26378,0.87799,0.89201,0.19813,0.32979,0.24315,2.19667,3.24767,2.52706,9.91726e-05,9.91726e-05,9.91726e-05
96,1806.1,0.38716,0.26724,0.91009,0.93966,0.92181,0.95158,0.78019,0.57221,0.37061,0.91777,8.50255e-05,8.50255e-05,8.50255e-05
97,1824.81,0.39025,0.25647,0.89157,0.93894,0.92161,0.95033,0.77872,0.57057,0.37125,0.91868,7.08784e-05,7.08784e-05,7.08784e-05
98,1841.2,0.36369,0.24556,0.83799,0.93832,0.9217,0.95202,0.76175,0.57089,0.37357,0.91941,5.67313e-05,5.67313e-05,5.67313e-05
99,1855.24,0.38826,0.25046,0.88081,0.93775,0.92209,0.95158,0.76157,0.57217,0.37289,0.92102,4.25842e-05,4.25842e-05,4.25842e-05
100,1872.01,0.36898,0.24728,0.86002,0.93776,0.92224,0.95202,0.77526,0.57265,0.37255,0.92184,2.84371e-05,2.84371e-05,2.84371e-05
