epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,194.703,0.76216,0.8676,1.00752,0.86505,0.93333,0.81812,0.61749,0.7338,0.85808,0.99662,0.000848969,0.000848969,0.000848969
43,200.2,0.74412,0.82376,1.00443,0.87134,0.92896,0.81812,0.59456,0.7514,0.91976,1.01524,0.000834822,0.000834822,0.000834822
44,205.209,0.75762,0.83074,0.99575,0.84813,0.89426,0.81479,0.5916,0.7865,0.97379,1.0432,0.000820675,0.000820675,0.000820675
45,211.177,0.73948,0.79621,1.02355,0.85208,0.88743,0.81479,0.59524,0.79487,0.97163,1.03068,0.000806528,0.000806528,0.000806528
46,216.823,0.74267,0.76843,0.95283,0.87086,0.91897,0.81812,0.58246,0.82156,0.90931,1.03181,0.00079238,0.00079238,0.00079238
47,221.804,0.71773,0.7559,0.95575,0.78533,0.93333,0.84534,0.58488,0.85764,0.91193,1.04511,0.000778233,0.000778233,0.000778233
48,226.83,0.73308,0.75672,0.96642,0.84071,0.92246,0.87312,0.60947,0.81214,0.87806,1.02981,0.000764086,0.000764086,0.000764086
49,231.467,0.76311,0.82482,1.00049,0.8193,0.9,0.86705,0.62635,0.73557,0.84677,1.00082,0.000749939,0.000749939,0.000749939
50,236.598,0.73422,0.78535,1.02279,0.97294,0.93333,0.92867,0.66314,0.70243,0.83082,0.98493,0.000735792,0.000735792,0.000735792
51,241.572,0.73945,0.75731,0.97674,0.94448,0.92572,0.922,0.65273,0.75659,0.84099,1.00859,0.000721645,0.000721645,0.000721645
52,246.455,0.70863,0.78638,0.962,0.94745,0.92802,0.91867,0.65634,0.72981,0.8404,0.9962,0.000707498,0.000707498,0.000707498
53,252.291,0.68601,0.74928,0.97544,0.96578,0.93333,0.92867,0.66296,0.68454,0.79213,0.96101,0.000693351,0.000693351,0.000693351
54,257.662,0.68215,0.71925,0.98153,0.93675,0.93333,0.92867,0.74489,0.65609,0.72777,0.94302,0.000679204,0.000679204,0.000679204
55,263.886,0.67168,0.7045,0.93874,0.90424,0.93333,0.92867,0.69154,0.70438,0.71827,0.97719,0.000665057,0.000665057,0.000665057
56,268.975,0.64368,0.68087,0.95432,0.88465,0.91116,0.92867,0.67897,0.71198,0.72172,0.99763,0.000650909,0.000650909,0.000650909
57,274.69,0.68515,0.7573,0.97334,0.87658,0.9051,0.92867,0.68084,0.68114,0.72296,0.97033,0.000636762,0.000636762,0.000636762
58,280.374,0.63018,0.708,0.95377,0.88332,0.90399,0.92867,0.67324,0.6484,0.73076,0.9459,0.000622615,0.000622615,0.000622615
59,286.264,0.6648,0.70875,0.96508,0.9567,0.90159,0.92867,0.69447,0.59769,0.75745,0.9093,0.000608468,0.000608468,0.000608468
60,292.509,0.66182,0.70373,0.93358,0.993,0.878,0.92867,0.71214,0.62372,0.77205,0.91723,0.000594321,0.000594321,0.000594321
61,298.741,0.66037,0.69233,0.91944,0.99295,0.87002,0.92867,0.69533,0.68767,0.75439,0.938,0.000580174,0.000580174,0.000580174
62,305.118,0.61127,0.67925,0.92233,0.99446,0.89641,0.92867,0.69581,0.70346,0.73077,0.93992,0.000566027,0.000566027,0.000566027
63,311.082,0.63957,0.67629,0.95009,0.9744,0.90233,0.92867,0.77065,0.65665,0.70696,0.92263,0.00055188,0.00055188,0.00055188
64,317.314,0.64471,0.65451,0.921,0.96847,0.90548,0.92867,0.77078,0.6537,0.70806,0.91712,0.000537733,0.000537733,0.000537733
65,324.96,0.67177,0.67657,0.94573,0.95405,0.90535,0.92867,0.71564,0.66509,0.73132,0.92207,0.000523586,0.000523586,0.000523586
66,331.041,0.65177,0.68728,0.94298,0.99874,0.86385,0.92534,0.69269,0.68979,0.73443,0.94049,0.000509438,0.000509438,0.000509438
67,338.488,0.6446,0.65886,0.95842,0.83959,0.93333,0.86979,0.62549,0.7498,0.69204,0.98383,0.000495291,0.000495291,0.000495291
68,345.036,0.61974,0.66229,0.94893,0.86103,0.93333,0.87312,0.61197,0.77034,0.70696,0.99355,0.000481144,0.000481144,0.000481144
69,351.057,0.6191,0.65165,0.95442,0.8436,0.92558,0.87313,0.61485,0.7633,0.72194,0.98563,0.000466997,0.000466997,0.000466997
70,356.496,0.62296,0.64092,0.95124,0.83358,0.92106,0.87313,0.62531,0.74928,0.72471,0.97769,0.00045285,0.00045285,0.00045285
71,362.99,0.60612,0.6501,0.9311,0.76723,0.93333,0.84536,0.61191,0.7247,0.72591,0.96647,0.000438703,0.000438703,0.000438703
72,369.948,0.66398,0.67407,0.95262,0.83,0.90038,0.87314,0.61465,0.71971,0.72391,0.96548,0.000424556,0.000424556,0.000424556
73,376.526,0.61823,0.61671,0.91751,0.85098,0.93333,0.87314,0.62354,0.71887,0.69474,0.96455,0.000410409,0.000410409,0.000410409
74,382.004,0.59518,0.6356,0.93139,0.98959,0.91219,0.92869,0.6606,0.6964,0.70745,0.93757,0.000396262,0.000396262,0.000396262
75,386.462,0.59986,0.63072,0.93577,0.98564,0.93333,0.92869,0.68545,0.66264,0.69716,0.9107,0.000382115,0.000382115,0.000382115
76,392.795,0.56559,0.59312,0.90283,0.98446,0.93333,0.92869,0.68554,0.64472,0.68609,0.90037,0.000367967,0.000367967,0.000367967
77,401.555,0.59016,0.60535,0.90134,0.9785,0.93333,0.92869,0.70979,0.66282,0.67766,0.91058,0.00035382,0.00035382,0.00035382
78,407.133,0.55417,0.5996,0.90155,0.97472,0.93333,0.92869,0.69935,0.66579,0.68179,0.9089,0.000339673,0.000339673,0.000339673
79,412.498,0.61268,0.63141,0.9451,0.96601,0.93333,0.92869,0.70379,0.66144,0.67899,0.90502,0.000325526,0.000325526,0.000325526
80,417.86,0.60632,0.63499,0.9402,0.95759,0.93333,0.92869,0.71126,0.64252,0.65395,0.89841,0.000311379,0.000311379,0.000311379
81,423.574,0.5685,0.58492,0.91644,0.95931,0.93333,0.92869,0.711,0.62513,0.6431,0.89396,0.000297232,0.000297232,0.000297232
82,429.99,0.60977,0.62528,0.90727,0.96135,0.93333,0.92869,0.75641,0.62209,0.63408,0.89296,0.000283085,0.000283085,0.000283085
83,436.289,0.57954,0.59645,0.93821,0.9692,0.93333,0.92869,0.72931,0.61682,0.61757,0.89136,0.000268938,0.000268938,0.000268938
